code,year,d_drowning,d_interpersonal_violence,d_exposure_to_forces_of_nature,d_road_injuries,d_poisonings,d_fire_heat_and_hot_substances
PRK,2008,1826,891,0,8226,453,308
PRK,2009,1796,881,0,8298,455,308
PRK,2010,1853,871,20,8344,455,306
PRK,2011,1722,868,74,8392,457,306
PRK,2012,1762,862,147,8407,456,305
PRK,2013,1704,862,51,8397,454,304
PRK,2014,1551,866,0,8399,454,304
PRK,2015,1508,864,33,8386,451,303
PRK,2016,1493,858,552,8366,450,303
PRK,2017,1426,847,0,8340,448,303
PRK,2018,1388,836,232,8384,446,304
PRK,2019,1352,827,0,8382,445,305
MKD,1990,32,59,0,191,9,14
MKD,1991,31,58,0,192,9,14
MKD,1992,33,61,0,203,9,14
MKD,1993,32,62,1,207,9,14
MKD,1994,32,63,0,195,9,14
MKD,1995,30,64,0,189,9,13
MKD,1996,29,66,1,188,8,13
MKD,1997,30,73,0,190,9,13
MKD,1998,32,81,0,199,10,13
MKD,1999,31,82,0,189,10,13
MKD,2000,29,81,0,180,9,13
MKD,2001,29,87,0,188,10,13
MKD,2002,31,87,0,203,11,14
MKD,2003,30,82,2,201,11,14
MKD,2004,28,75,0,191,10,13
MKD,2005,26,70,1,188,10,13
MKD,2006,27,67,0,195,10,14
MKD,2007,27,63,0,200,10,15
MKD,2008,25,58,0,190,10,13
MKD,2009,25,54,1,191,10,13
MKD,2010,24,51,0,183,9,13
MKD,2011,22,48,1,175,9,13
MKD,2012,23,47,0,174,9,13
MKD,2013,23,44,1,173,8,13
MKD,2014,23,45,0,174,9,13
MKD,2015,23,44,7,173,9,13
MKD,2016,23,45,22,176,9,14
MKD,2017,22,44,0,174,9,14
MKD,2018,22,45,0,172,9,13
MKD,2019,22,44,0,171,9,13
NOR,1990,15,24,2,186,10,23
NOR,1991,14,24,1,181,10,22
NOR,1992,13,25,0,168,10,21
NOR,1993,13,30,0,167,10,21
NOR,1994,13,31,1,161,10,20
NOR,1995,13,26,0,157,10,20
NOR,1996,12,19,0,147,10,19
NOR,1997,11,17,0,144,9,18
NOR,1998,11,16,1,140,9,18
NOR,1999,11,16,0,141,8,17
NOR,2000,10,17,0,138,8,16
NOR,2001,10,18,0,133,6,15
NOR,2002,10,19,0,132,6,15
NOR,2003,9,18,0,125,5,14
NOR,2004,10,19,0,127,5,14
NOR,2005,10,20,0,131,5,13
NOR,2006,10,20,0,133,5,13
NOR,2007,11,18,0,131,5,13
NOR,2008,11,17,0,125,5,13
NOR,2009,10,16,0,116,5,12
NOR,2010,10,16,0,107,5,12
NOR,2011,10,16,0,97,5,11
NOR,2012,10,15,0,90,5,11
NOR,2013,9,13,0,84,4,11
NOR,2014,9,13,0,81,4,11
NOR,2015,9,12,0,81,5,11
NOR,2016,9,11,0,80,4,11
NOR,2017,9,13,0,82,4,13
NOR,2018,9,13,0,85,5,11
NOR,2019,9,13,0,85,5,11
MNP,1990,4,4,0,11,0,0
MNP,1991,4,4,0,11,0,1
MNP,1992,4,4,0,11,0,1
MNP,1993,4,4,0,10,0,0
MNP,1994,4,4,0,10,0,0
MNP,1995,4,4,0,11,0,0
MNP,1996,4,4,0,11,0,1
MNP,1997,5,4,0,12,0,1
MNP,1998,5,5,0,14,0,1
MNP,1999,5,5,0,14,0,1
MNP,2000,6,5,0,15,0,1
MNP,2001,6,5,0,15,0,1
MNP,2002,6,5,0,14,0,1
MNP,2003,6,5,0,13,0,1
MNP,2004,6,5,3,12,0,1
MNP,2005,6,4,0,11,0,1
MNP,2006,6,4,0,11,0,0
MNP,2007,6,4,0,10,0,0
MNP,2008,5,4,0,9,0,0
MNP,2009,5,4,0,9,0,0
MNP,2010,5,3,0,8,0,0
MNP,2011,5,3,0,8,0,0
MNP,2012,4,3,0,7,0,0
MNP,2013,4,3,0,7,0,0
MNP,2014,4,3,0,6,0,0
MNP,2015,4,3,0,6,0,0
MNP,2016,4,3,0,6,0,0
MNP,2017,4,3,0,6,0,0
MNP,2018,3,3,2,6,0,0
MNP,2019,3,3,0,6,0,0
NOR,1990,94,60,5,494,12,81
NOR,1991,90,67,1,431,12,79
NOR,1992,87,57,5,416,12,79
NOR,1993,82,50,2,394,11,76
NOR,1994,80,45,7,382,11,75
NOR,1995,78,50,4,373,11,74
NOR,1996,75,51,5,360,11,74
NOR,1997,75,51,7,362,12,74
NOR,1998,75,48,4,371,12,72
NOR,1999,77,45,3,363,14,72
NOR,2000,76,54,2,358,17,73
NOR,2001,76,41,9,340,19,73
NOR,2002,77,45,6,329,20,74
NOR,2003,72,49,0,309,23,72
NOR,2004,71,42,6,291,24,73
NOR,2005,68,36,8,284,25,73
NOR,2006,64,43,2,274,25,73
NOR,2007,60,37,4,265,25,73
NOR,2008,60,33,7,270,25,72
NOR,2009,61,36,2,260,26,70
NOR,2010,58,35,11,247,25,67
NOR,2011,58,38,14,238,24,63
NOR,2012,56,37,3,224,24,61
NOR,2013,56,45,6,219,23,61
NOR,2014,57,36,7,209,23,58
NOR,2015,53,29,7,198,22,55
NOR,2016,53,34,2,194,22,54
NOR,2017,52,31,1,188,21,51
NOR,2018,52,32,0,196,20,53
NOR,2019,52,32,0,202,20,54
OEC,1990,27180,58194,1036,201748,8218,17748
OEC,1991,26917,59488,897,200244,8052,17652
OEC,1992,26498,59106,1192,196260,7709,17028
OEC,1993,26222,59484,1267,193321,7495,17184
OEC,1994,26118,59132,616,190806,7259,16986
OEC,1995,25950,56699,6391,188282,6949,16522
OEC,1996,25131,53509,842,183989,6578,16606
OEC,1997,25043,51156,1061,180852,6264,15722
OEC,1998,25092,49965,2514,177835,5965,15576
OEC,1999,24889,47722,19572,174801,5717,15299
OEC,2000,24263,46123,666,170097,5451,14806
OEC,2001,23795,45687,571,165753,5315,14990
OEC,2002,23490,45610,987,162326,5223,14451
OEC,2003,23185,45211,890,158853,5165,15203
OEC,2004,22707,44320,890,153579,5038,13963
OEC,2005,22767,45160,4453,150908,5054,14001
OEC,2006,22611,45843,722,146890,5010,13937
OEC,2007,22576,44422,610,142898,4967,14040
OEC,2008,22515,47038,519,138564,4903,13466
OEC,2009,22373,49034,871,134212,4843,13396
OEC,2010,22236,50118,1286,129128,4749,12882
OEC,2011,22159,51831,20541,125787,4695,12845
OEC,2012,22043,51872,665,123070,4647,12423
OEC,2013,21939,50802,765,121322,4623,12907
OEC,2014,21745,49815,807,120433,4619,12537
OEC,2015,21768,52023,796,121157,4651,12535
OEC,2016,21849,55455,996,122091,4662,12595
OEC,2017,21669,60545,1269,123025,4620,12537
OEC,2018,21491,59648,685,123598,4590,12685
OEC,2019,21283,58673,213,123134,4545,12630
OMN,1990,137,16,0,1603,22,19
OMN,1991,133,16,0,1602,22,18
OMN,1992,129,16,0,1633,22,18
OMN,1993,127,16,0,1657,22,18
OMN,1994,126,16,0,1690,21,18
OMN,1995,127,16,0,1725,22,18
OMN,1996,124,16,0,1767,21,18
OMN,1997,121,16,0,1804,22,18
OMN,1998,118,17,0,1810,21,18
OMN,1999,113,17,0,1781,20,18
OMN,2000,108,16,0,1765,20,18
OMN,2001,106,17,0,1780,20,18
OMN,2002,105,17,7,1826,20,18
OMN,2003,103,17,30,1833,20,18
OMN,2004,98,16,0,1754,19,17
OMN,2005,94,15,0,1724,19,17
OMN,2006,95,15,0,1823,20,17
OMN,2007,112,18,76,1985,22,20
OMN,2008,115,20,0,2034,23,20
OMN,2009,113,22,0,1959,22,21
OMN,2010,114,23,16,2001,23,21
OMN,2011,125,26,14,2197,25,22
OMN,2012,129,30,0,2323,27,23
OMN,2013,127,31,0,2243,26,23
OMN,2014,123,30,0,2128,25,23
OMN,2015,123,30,0,2080,24,23
OMN,2016,124,31,2,2100,24,23
OMN,2017,122,31,3,2109,25,23
OMN,2018,118,31,6,2067,24,22
OMN,2019,115,30,0,2053,24,22
PAK,1990,6409,8188,22,7893,1911,2129
PAK,1991,6199,8123,349,8257,1939,2155
PAK,1992,6121,8423,1541,8662,1961,2178
PAK,1993,6032,8765,682,9083,1993,2213
PAK,1994,6070,9117,352,9653,2062,2281
PAK,1995,6080,9333,1063,10335,2149,2365
PAK,1996,5766,9548,155,10844,2192,2409
PAK,1997,5444,9815,262,11384,2302,2461
PAK,1998,4958,10161,1026,11740,2252,2484
PAK,1999,4415,10429,292,12167,2262,2505
PAK,2000,3875,10676,0,12677,2265,2502
PAK,2001,3568,10942,257,13142,2279,2508
PAK,2002,3437,11251,90,13577,2307,2531
PAK,2003,3325,11435,329,13894,2307,2570
PAK,2004,3224,11792,29,14171,2295,2519
PAK,2005,3103,11826,74056,14368,2270,2523
PAK,2006,3135,12088,429,14587,2268,2521
PAK,2007,2997,12804,911,14762,2251,2424
PAK,2008,3254,13418,249,15446,2412,2549
PAK,2009,3325,13384,102,15877,2484,2587
PAK,2010,3310,13706,2186,16171,2500,2492
PAK,2011,3278,13772,511,16381,2505,2517
PAK,2012,3347,13926,671,16756,2564,2569
PAK,2013,3500,14225,762,17400,2649,2656
PAK,2014,3581,12315,271,18002,2110,2740
PAK,2015,3680,12516,663,18341,2141,2771
PAK,2016,3707,12872,409,18817,2182,2850
PAK,2017,3667,13009,215,19093,2178,2839
PAK,2018,3527,13250,60,19142,2121,2816
PAK,2019,3478,13446,225,19348,2106,2778
PLW,1990,2,2,0,3,1,1
PLW,1991,2,2,0,3,1,1
PLW,1992,2,2,0,3,1,1
PLW,1993,2,2,0,3,1,1
PLW,1994,2,2,0,3,0,1
PLW,1995,2,2,0,3,1,1
PLW,1996,2,2,0,3,1,1
PLW,1997,2,2,0,3,1,1
PLW,1998,2,2,0,4,1,1
PLW,1999,2,2,0,4,1,1
PLW,2000,2,2,0,4,1,1
PLW,2001,2,3,0,4,1,1
PLW,2002,2,3,0,4,1,1
PLW,2003,2,3,0,4,1,1
PLW,2004,2,3,0,4,1,1
PLW,2005,2,3,0,4,1,1
PLW,2006,2,3,0,4,1,1
PLW,2007,2,2,0,4,1,1
PLW,2008,2,2,0,4,1,1
PLW,2009,2,2,0,4,1,1
PLW,2010,2,2,0,3,1,1
PLW,2011,2,2,0,3,0,1
PLW,2012,2,2,0,3,0,1
PLW,2013,2,2,0,3,0,1
PLW,2014,2,2,0,3,0,1
PLW,2015,2,2,0,3,0,1
PLW,2016,2,2,0,3,0,1
PLW,2017,2,2,0,3,0,1
PLW,2018,2,2,0,3,0,1
PLW,2019,2,2,0,3,0,1
PSE,1990,71,38,0,315,6,46
PSE,1991,71,39,0,316,6,46
PSE,1992,69,39,0,315,6,46
PSE,1993,70,40,0,314,7,46
PSE,1994,69,41,0,312,7,46
PSE,1995,69,42,0,312,7,46
PSE,1996,69,43,0,314,7,46
PSE,1997,69,43,0,315,7,46
PSE,1998,69,46,0,313,7,46
PSE,1999,67,51,0,309,7,45
PSE,2000,65,59,0,311,7,44
PSE,2001,65,67,0,318,7,43
PSE,2002,64,76,0,326,7,43
PSE,2003,62,87,0,330,7,42
PSE,2004,60,99,0,331,7,41
PSE,2005,61,111,0,342,7,42
PSE,2006,60,124,0,344,6,41
PSE,2007,57,147,0,339,6,41
PSE,2008,55,185,0,332,6,40
PSE,2009,53,214,0,324,5,40
PSE,2010,49,236,0,311,5,39
PSE,2011,49,266,0,323,5,39
PSE,2012,55,316,0,363,5,41
PSE,2013,58,369,6,392,5,43
PSE,2014,55,429,0,368,5,42
PSE,2015,52,388,4,379,5,41
PSE,2016,49,360,0,382,5,41
PSE,2017,47,328,0,373,5,40
PSE,2018,47,316,0,376,5,40
PSE,2019,48,307,0,391,5,41
PAN,1990,182,224,0,509,13,16
PAN,1991,177,238,42,513,14,15
PAN,1992,175,253,12,521,14,15
PAN,1993,183,286,0,557,15,16
PAN,1994,179,302,0,561,16,15
PAN,1995,180,342,1,579,17,15
PAN,1996,173,281,0,562,18,14
PAN,1997,168,312,0,579,18,15
PAN,1998,162,301,4,581,17,15
PAN,1999,160,301,6,568,16,15
PAN,2000,146,309,2,510,14,15
PAN,2001,135,332,0,509,14,14
PAN,2002,136,378,6,502,15,16
PAN,2003,140,380,5,517,16,17
PAN,2004,135,363,13,500,15,17
PAN,2005,134,404,1,500,16,18
PAN,2006,139,445,15,524,16,18
PAN,2007,139,532,3,518,14,23
PAN,2008,146,658,33,530,13,19
PAN,2009,146,788,1,529,14,20
PAN,2010,144,774,8,512,13,21
PAN,2011,144,771,5,526,12,22
PAN,2012,143,768,8,538,11,24
PAN,2013,135,733,0,525,10,23
PAN,2014,134,713,23,535,9,24
PAN,2015,127,635,1,520,9,23
PAN,2016,126,591,5,523,9,24
PAN,2017,125,611,7,527,9,23
PAN,2018,127,628,0,530,9,23
PAN,2019,126,625,0,530,9,23
PNG,1990,191,219,0,1077,69,321
PNG,1991,196,227,200,1104,70,339
PNG,1992,201,235,0,1128,72,357
PNG,1993,202,237,68,1133,72,369
PNG,1994,203,241,5,1139,72,380
PNG,1995,205,246,0,1155,73,391
PNG,1996,212,255,42,1191,76,406
PNG,1997,218,262,32,1220,79,420
PNG,1998,241,274,2182,1285,86,457
PNG,1999,255,343,2,1332,97,477
PNG,2000,266,302,2,1342,105,488
PNG,2001,275,363,0,1376,107,499
PNG,2002,284,324,41,1423,110,513
PNG,2003,287,327,13,1456,112,518
PNG,2004,298,340,0,1506,115,536
PNG,2005,323,356,2,1581,121,574
PNG,2006,341,367,16,1637,125,602
PNG,2007,350,392,172,1695,128,617
PNG,2008,352,452,10,1721,129,622
PNG,2009,349,517,19,1728,129,618
PNG,2010,359,631,0,1817,133,635
PNG,2011,360,765,0,1869,135,641
PNG,2012,362,983,65,1898,136,647
PNG,2013,363,900,0,1919,137,653
PNG,2014,363,915,0,1960,138,659
PNG,2015,361,944,0,2031,141,663
PNG,2016,368,939,0,2060,143,679
PNG,2017,374,951,0,2115,146,695
PNG,2018,378,972,181,2185,150,708
PNG,2019,379,983,10,2232,152,717
PRY,1990,130,329,0,507,19,42
PRY,1991,130,338,0,507,19,41
PRY,1992,139,360,0,566,20,43
PRY,1993,145,421,0,618,20,44
PRY,1994,151,507,0,650,20,45
PRY,1995,158,591,0,695,21,47
PRY,1996,163,665,6,723,20,49
PRY,1997,160,714,33,706,19,49
PRY,1998,158,751,55,701,18,49
PRY,1999,159,808,1,730,18,52
PRY,2000,152,852,0,741,16,54
PRY,2001,145,877,0,746,15,54
PRY,2002,143,897,1,772,15,56
PRY,2003,150,914,2,853,15,59
PRY,2004,155,916,1,940,15,65
PRY,2005,151,872,3,979,13,60
PRY,2006,154,839,1,1054,13,58
PRY,2007,155,801,0,1116,13,64
PRY,2008,162,785,1,1222,12,55
PRY,2009,171,777,1,1334,12,56
PRY,2010,168,744,1,1354,11,55
PRY,2011,166,727,2,1346,11,53
PRY,2012,166,726,11,1340,10,53
PRY,2013,168,716,5,1371,11,53
PRY,2014,169,721,2,1365,10,53
PRY,2015,170,737,12,1405,10,54
PRY,2016,176,760,11,1479,11,57
PRY,2017,178,785,0,1482,11,58
PRY,2018,179,803,0,1488,11,59
PRY,2019,181,823,17,1501,12,60
PER,1990,1300,1245,294,3785,347,477
PER,1991,1240,1365,64,3613,332,462
PER,1992,1306,1450,0,3949,340,477
PER,1993,1307,1501,86,4054,329,467
PER,1994,1287,1514,85,4066,317,455
PER,1995,1277,1488,20,4127,306,447
PER,1996,1299,1458,21,4115,300,441
PER,1997,1328,1391,430,4276,297,443
PER,1998,1309,1297,434,4319,288,434
PER,1999,1264,1167,116,4247,277,420
PER,2000,1254,1091,38,4315,267,411
PER,2001,1157,1029,186,4129,244,672
PER,2002,1091,1006,100,4062,229,388
PER,2003,1059,1017,41,4095,221,356
PER,2004,989,1027,23,4066,209,334
PER,2005,923,1027,7,4138,193,308
PER,2006,851,1035,1,4148,175,282
PER,2007,778,1033,626,4141,159,257
PER,2008,766,1066,60,4313,156,254
PER,2009,804,1136,186,4879,164,271
PER,2010,781,1154,208,5036,162,272
PER,2011,753,1159,53,5037,156,268
PER,2012,723,1164,92,4986,151,285
PER,2013,698,1148,77,4895,148,263
PER,2014,672,1137,61,4722,143,259
PER,2015,664,1135,30,4641,141,259
PER,2016,669,1130,7,4655,143,263
PER,2017,671,1140,200,4704,144,267
PER,2018,680,1145,2,4743,146,272
PER,2019,688,1142,76,4755,147,278
PHL,1990,5903,14186,3330,8280,246,916
PHL,1991,5694,14337,6793,8161,238,894
PHL,1992,5526,14752,180,8146,231,882
PHL,1993,5374,15099,671,8128,226,874
PHL,1994,5154,15245,418,8004,218,859
PHL,1995,5009,15339,1725,7930,212,864
PHL,1996,4986,15622,83,8088,210,1000
PHL,1997,4893,15795,67,8056,207,867
PHL,1998,4853,16165,594,8085,205,894
PHL,1999,4946,16184,370,7982,213,852
PHL,2000,4897,16290,747,8100,213,855
PHL,2001,4837,16273,630,8282,213,935
PHL,2002,4706,16065,320,8451,210,860
PHL,2003,4583,15824,222,8438,204,885
PHL,2004,4353,15584,2046,8469,193,830
PHL,2005,4613,15519,39,8783,205,863
PHL,2006,4683,15290,3689,8903,206,894
PHL,2007,4673,14950,209,8988,203,872
PHL,2008,4811,14737,1174,9283,206,893
PHL,2009,4832,14672,2297,9509,201,906
PHL,2010,4729,14516,359,9653,194,917
PHL,2011,4751,14375,2597,9826,191,920
PHL,2012,4889,14218,2773,10096,192,953
PHL,2013,4885,14091,14246,10296,192,949
PHL,2014,4886,14268,384,10582,192,965
PHL,2015,4943,14694,288,10515,194,991
PHL,2016,5006,15184,87,10669,196,1008
PHL,2017,4957,15521,233,10828,195,1048
PHL,2018,4845,15425,313,10893,193,1003
PHL,2019,4792,15570,8,10945,191,1004
POL,1990,1772,1380,0,8381,1059,723
POL,1991,1843,1436,0,8872,1062,773
POL,1992,1790,1461,2,8526,957,758
POL,1993,1620,1367,0,8050,866,719
POL,1994,1682,1479,1,8137,807,726
POL,1995,1642,1448,0,8229,763,731
POL,1996,1479,1355,0,7956,701,718
POL,1997,1490,1306,55,7986,640,714
POL,1998,1459,1280,9,7888,572,706
POL,1999,1461,1356,4,7934,517,713
POL,2000,1298,1225,2,7400,462,669
POL,2001,1271,1095,35,7073,444,661
POL,2002,1250,1086,15,6896,426,667
POL,2003,1203,1006,14,6688,413,677
POL,2004,1191,981,12,6648,405,693
POL,2005,1184,969,5,6512,397,718
POL,2006,1184,970,5,6367,383,733
POL,2007,1175,929,20,6312,363,736
POL,2008,1136,886,5,6076,346,727
POL,2009,1090,803,13,5662,326,710
POL,2010,1036,719,20,5228,299,686
POL,2011,1000,764,3,5014,279,680
POL,2012,974,708,1,4765,266,671
POL,2013,926,699,6,4466,249,634
POL,2014,862,629,0,4166,230,592
POL,2015,854,584,6,4075,220,589
POL,2016,813,584,2,3965,215,570
POL,2017,805,610,6,3911,220,566
POL,2018,797,616,0,3907,222,561
POL,2019,784,617,0,3853,223,554
PRT,1990,245,332,0,3510,60,183
PRT,1991,238,326,0,3564,60,183
PRT,1992,215,311,2,3454,57,175
PRT,1993,196,299,6,3287,54,174
PRT,1994,180,303,0,3088,50,163
PRT,1995,172,314,0,3060,47,167
PRT,1996,169,313,12,2965,43,173
PRT,1997,161,321,58,2850,40,173
PRT,1998,152,316,10,2730,38,171
PRT,1999,147,313,1,2574,35,174
PRT,2000,148,304,4,2416,33,168
PRT,2001,148,266,13,2362,33,155
PRT,2002,157,257,4,2261,33,155
PRT,2003,152,234,2,2111,30,216
PRT,2004,139,254,6,1943,27,197
PRT,2005,125,175,0,1838,22,156
PRT,2006,122,208,0,1684,21,158
PRT,2007,119,224,0,1549,23,165
PRT,2008,116,246,2,1432,23,167
PRT,2009,115,219,0,1348,23,167
PRT,2010,112,224,7,1253,23,165
PRT,2011,108,193,0,1167,23,161
PRT,2012,104,200,0,1070,22,159
PRT,2013,103,175,1,1001,24,159
PRT,2014,101,171,2,955,25,149
PRT,2015,97,165,1,912,25,146
PRT,2016,95,148,0,908,25,161
PRT,2017,94,159,0,921,24,257
PRT,2018,95,165,2,943,25,164
PRT,2019,94,166,0,957,24,155
PRI,1990,103,754,0,730,96,36
PRI,1991,100,871,0,735,92,36
PRI,1992,96,951,18,751,86,38
PRI,1993,93,1049,0,777,75,39
PRI,1994,82,1013,0,742,41,42
PRI,1995,83,1039,1,775,29,46
PRI,1996,76,988,13,748,22,47
PRI,1997,71,921,0,720,17,47
PRI,1998,70,881,0,729,13,48
PRI,1999,60,743,2,678,10,43
PRI,2000,54,764,3,660,9,42
PRI,2001,53,828,2,655,9,42
PRI,2002,48,801,0,611,7,40
PRI,2003,45,788,2,586,7,39
PRI,2004,44,784,1,577,7,39
PRI,2005,43,814,0,567,6,38
PRI,2006,41,808,0,551,6,35
PRI,2007,40,819,1,532,6,35
PRI,2008,38,848,0,508,6,35
PRI,2009,38,950,0,506,6,33
PRI,2010,34,955,0,465,6,31
PRI,2011,34,989,1,481,6,32
PRI,2012,31,922,0,452,5,30
PRI,2013,30,878,0,448,5,30
PRI,2014,28,774,1,427,5,30
PRI,2015,26,720,0,405,4,30
PRI,2016,26,750,0,406,4,31
PRI,2017,26,712,2355,408,5,32
PRI,2018,26,701,0,408,5,33
PRI,2019,26,696,0,409,5,34
QAT,1990,14,4,0,200,2,12
QAT,1991,15,4,0,206,2,12
QAT,1992,15,4,0,211,2,12
QAT,1993,15,4,0,211,2,13
QAT,1994,15,4,0,227,2,13
QAT,1995,16,5,0,246,2,14
QAT,1996,16,5,0,247,2,14
QAT,1997,16,4,0,250,2,14
QAT,1998,16,4,0,252,2,14
QAT,1999,16,4,0,255,2,13
QAT,2000,16,4,0,259,2,13
QAT,2001,17,5,0,273,2,13
QAT,2002,18,5,0,295,2,14
QAT,2003,18,6,0,305,2,14
QAT,2004,19,7,0,327,2,15
QAT,2005,20,9,0,369,3,16
QAT,2006,25,11,0,416,3,18
QAT,2007,28,14,0,454,4,20
QAT,2008,30,16,0,505,5,23
QAT,2009,34,18,0,559,6,25
QAT,2010,36,20,0,597,6,27
QAT,2011,37,22,0,621,7,28
QAT,2012,38,23,0,638,7,48
QAT,2013,38,24,0,663,7,30
QAT,2014,38,25,0,665,7,30
QAT,2015,37,25,0,660,7,31
QAT,2016,37,24,0,669,7,42
QAT,2017,37,24,0,688,7,32
QAT,2018,37,26,0,706,7,33
QAT,2019,38,27,0,737,7,35
WHO,1990,31237,133089,788,156302,4836,14439
WHO,1991,30440,138761,831,154838,4661,14091
WHO,1992,29866,139478,688,154091,4534,13523
WHO,1993,29632,144408,2014,155969,4441,13606
WHO,1994,29226,146047,1947,156822,4295,13060
WHO,1995,28774,147123,895,157455,4158,12782
WHO,1996,28256,146189,926,157505,4038,12875
WHO,1997,27772,146173,1649,156793,3919,12215
WHO,1998,27271,149417,22193,155925,3774,11956
WHO,1999,26491,149258,32436,155189,3684,11621
WHO,2000,25944,155570,1009,154481,3605,11426
WHO,2001,25537,159426,2105,154839,3563,11643
WHO,2002,25479,167862,1150,157019,3605,11026
WHO,2003,25170,157180,1127,157966,3631,11255
WHO,2004,24753,152980,6922,158165,3620,10718
WHO,2005,24395,152075,5141,159078,3672,10692
WHO,2006,24124,154148,805,160053,3719,10614
WHO,2007,23847,152799,2152,160368,3690,10703
WHO,2008,23716,158857,2152,161181,3700,10297
WHO,2009,23507,165580,1191,161802,3731,10226
WHO,2010,22929,165182,225615,160462,3696,9987
WHO,2011,22403,165798,4555,159965,3728,10015
WHO,2012,22013,175904,912,159847,3724,10075
WHO,2013,21499,174873,1087,159784,3738,10474
WHO,2014,21274,173833,850,159541,3728,10085
WHO,2015,21083,177003,1087,159382,3769,10032
WHO,2016,21061,174262,2016,160483,3812,10170
